region,x_t,y_t,z_t_csv,fov_id,x_a,y_a,z_a,z_t_log,locked,disp,xcorr,residual_um,focus_error_um,false_rejection,dx_um,dy_um,dr_um,dz_um
D6,112.6949498740951,66.13305987719416,,2,112.6950375,66.13286875,2795.15625,2.79234375,True,-1.9,0.971,0.18896612107787705,0.18896612107787705,False,0.08762590489652666,-0.19112719415659285,0.2102567562650653,2.8125
D6,107.4919521140951,68.73455875719415,,3,107.49200625,68.73478125000001,2793.5624999999995,2.79234375,True,-0.4,0.985,0.0,0.0,False,0.054135904903773735,0.2224928058609521,0.22898415853423085,1.2187499999995453
D6,110.0934509940951,68.73455875719415,,4,110.093125,68.73478125000001,2791.875,2.79234375,True,1.3,0.978,0.3779322421557541,0.3779322421557541,False,-0.3259940950925966,0.2224928058609521,0.39468366915179076,-0.46875
D6,112.6949498740951,68.73455875719415,,5,112.6950375,68.73478125000001,2793.1874999999995,2.79234375,True,-0.0,0.977,0.0,0.0,False,0.08762590489652666,0.2224928058609521,0.23912621744345486,0.8437499999995453
D6,107.4919521140951,71.33605763719416,,6,107.49200625,71.3359,2791.6875,2.79234375,True,1.5,0.953,0.0,0.0,False,0.054135904903773735,-0.15763719416383992,0.1666738767281742,-0.65625
D6,110.0934509940951,71.33605763719416,,7,110.093125,71.3359,2790.3749999999995,2.79234375,True,2.7,0.992,-0.18896612107766222,-0.18896612107766222,False,-0.3259940950925966,-0.15763719416383992,0.36210721481225566,-1.9687500000004547
D6,112.6949498740951,71.33605763719416,,8,112.6950375,71.3359,2790.8437499999995,2.79234375,True,2.3,0.992,-0.18896612107766222,-0.18896612107766222,False,0.08762590489652666,-0.15763719416383992,0.18035460679667514,-1.5000000000004547
D6,107.4919521140951,73.93755651719415,,9,107.49200625,73.9378125,2789.0625,2.79234375,True,4.1,0.972,0.0,0.0,False,0.054135904903773735,0.25598280585370503,0.2616445930885752,-3.28125
D6,110.0934509940951,73.93755651719415,,10,110.093125,73.9378125,2788.6875,2.79234375,True,4.5,0.992,0.3779322421557541,0.3779322421557541,False,-0.3259940950925966,0.25598280585370503,0.41448684771410604,-3.65625
D6,112.6949498740951,73.93755651719415,,11,112.6950375,73.9378125,2789.4374999999995,2.79234375,True,3.7,0.971,0.18896612107787705,0.18896612107787705,False,0.08762590489652666,0.25598280585370503,0.27056514206687965,-2.9062500000004547
